country,country_population,id,province,confirmed,deaths,recovered,latitude,longitude,deaths/population (%),confirmed/population (%),deaths/confirmed (%)
Mozambique,22061451.0,234,,21,0,0,-18.665695,35.529562,0.0,9.518866188810518e-05,0.0
Syria,22198110.0,235,,25,2,0,34.802075,38.99681500000001,9.009776057511203e-06,0.00011262220071889002,8.0
Timor-Leste,1154625.0,236,,4,0,0,-8.874217,125.727539,0.0,0.0003464328245101223,0.0
Belize,314522.0,237,,18,2,0,13.1939,-59.5432,0.0006358855660335365,0.005722970094301829,11.11111111111111
Canada,33679000.0,238,Recovered,0,0,0,0.0,0.0,0.0,0.0,
Laos,6368162.0,239,,19,0,0,19.856270000000002,102.495496,0.0,0.00029835924400164446,0.0
Libya,6461454.0,240,,26,1,0,26.3351,17.228331,1.5476392774753174e-05,0.00040238621214358256,3.8461538461538463
West Bank and Gaza,3800000.0,241,,308,2,0,31.9522,35.2332,5.263157894736842e-05,0.008105263157894737,0.6493506493506493
Guinea-Bissau,1565126.0,242,,38,0,0,11.8037,-15.1804,0.0,0.002427919541302106,0.0
Mali,13796354.0,243,,123,10,0,17.570692,-3.996166000000001,7.248291831305575e-05,0.0008915398952505858,8.130081300813007
Saint Kitts and Nevis,51134.0,244,,12,0,0,17.357822,-62.782998,0.0,0.023467751398286853,0.0
Canada,33679000.0,245,Northwest Territories,5,0,0,64.8255,-124.8457,0.0,1.4846046497817632e-05,0.0
Canada,33679000.0,246,Yukon,8,0,0,64.2823,-135.0,0.0,2.375367439650821e-05,0.0
Kosovo,1800000.0,247,,283,7,0,42.602636,20.902977,0.00038888888888888887,0.01572222222222222,2.4734982332155475
Burma,53414374.0,248,,62,4,0,21.9162,95.956,7.488620946863478e-06,0.00011607362467638393,6.451612903225806
United Kingdom,62348447.0,249,Anguilla,3,0,0,18.2206,-63.0686,0.0,4.81166756246551e-06,0.0
United Kingdom,62348447.0,250,British Virgin Islands,3,0,0,18.4207,-64.64,0.0,4.81166756246551e-06,0.0
United Kingdom,62348447.0,251,Turks and Caicos Islands,10,1,0,21.69400000000001,-71.7979,1.6038891874885032e-06,1.603889187488503e-05,10.0
MS Zaandam,,252,,9,2,0,0.0,0.0,,,22.22222222222222
Botswana,2029307.0,253,,13,1,0,-22.3285,24.6849,4.927790620147666e-05,0.0006406127806191966,7.6923076923076925
Burundi,9863117.0,254,,5,1,0,-3.3731,29.9189,1.0138782699221757e-05,5.069391349610879e-05,20.0
Sierra Leone,5245695.0,255,,10,0,0,8.460555000000001,-11.779889,0.0,0.0001906325091336801,0.0
Netherlands,16645000.0,256,"Bonaire, Sint Eustatius and Saba",3,0,0,12.1784,-68.2385,0.0,1.8023430459597478e-05,0.0
Malawi,17563749.0,257,,16,2,0,-13.254307999999998,34.301525,1.1387090535169911e-05,9.109672428135929e-05,12.5
United Kingdom,62348447.0,258,Falkland Islands (Malvinas),5,0,0,-51.7963,-59.5236,0.0,8.019445937442514e-06,0.0
France,64768389.0,259,Saint Pierre and Miquelon,1,0,0,46.8852,-56.3159,0.0,1.5439630588928187e-06,0.0
South Sudan,8260490.0,260,,4,0,0,6.8770000000000024,31.307,0.0,4.842327755375286e-05,0.0
Western Sahara,273008.0,261,,6,0,0,24.2155,-12.8858,0.0,0.002197737795229444,0.0
Sao Tome and Principe,197700.0,262,,4,0,0,0.18636,6.613081,0.0,0.002023267577137076,0.0
Yemen,23495361.0,263,,1,0,0,15.552726999999999,48.516388,0.0,4.256159332899801e-06,0.0
